,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
323,single,2nd phase - general contingent,1.0,Tourism,daytime,Secondary education,120.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,118.0,no,no,no,yes,male,no,21.0,no,0.0,6.0,14.0,2.0,12.0,0.0,0.0,6.0,11.0,2.0,10.5,0.0,7.6,2.6,0.32,Dropout
324,single,1st phase - general contingent,2.0,Journalism and Communication,daytime,Secondary education,115.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",116.0,yes,no,no,yes,female,yes,19.0,no,0.0,6.0,6.0,6.0,13.833333333333334,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,13.9,-0.3,0.79,Graduate
325,single,Over 23 years old,1.0,Management (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,100.0,Portuguese,Unknown,Unknown,Student,Student,100.0,no,no,no,no,male,no,27.0,no,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
326,single,2nd phase - general contingent,1.0,Veterinary Nursing,daytime,Secondary education,132.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction and Craftsmen",131.0,yes,no,no,yes,female,yes,22.279178162920896,no,0.0,6.0,13.0,5.0,12.857142857142858,0.0,0.0,6.0,8.0,4.0,13.75,0.0,11.1,0.6,2.02,Enrolled
327,single,1st phase - general contingent,1.0,Management,daytime,Secondary education,132.3824218076714,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,135.0,yes,no,no,yes,female,no,18.0,no,0.0,5.0,8.0,2.0,10.0,0.0,0.0,5.0,7.0,4.0,11.0,0.0,7.6,2.6,0.32,Enrolled
328,single,3rd phase - general contingent,1.0,Informatics Engineering,daytime,Secondary education,121.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",111.0,yes,no,yes,no,female,no,18.0,no,0.0,5.0,9.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
329,single,2nd phase - general contingent,2.0,Social Service,daytime,Secondary education,113.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",110.0,yes,no,no,yes,female,yes,19.0,no,0.0,6.0,6.0,6.0,12.166666666666666,0.0,0.0,6.0,7.0,6.0,11.166666666666666,0.0,11.51991535071858,1.4,3.51,Graduate
330,single,Change of institution/course,1.0,Nursing,daytime,Secondary education,150.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",138.0,yes,no,no,yes,male,no,21.0,no,7.0,11.0,13.0,11.0,12.8181818181818,0.0,6.0,12.0,15.0,12.0,13.461538461538462,0.0,8.9,1.4,3.51,Graduate
331,single,Change of course,1.0,Basic Education,daytime,Secondary education,131.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,118.0,yes,no,no,yes,female,no,20.0,no,0.0,7.0,7.0,7.0,13.428571428571429,0.0,0.0,7.0,7.0,7.0,14.571428571428571,0.0,13.9,-0.3,0.79,Graduate
332,single,Over 23 years old,1.0,Agronomy,daytime,Secondary education,160.0,Portuguese,Higher Education - Master's,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,130.0,yes,no,no,yes,male,no,26.0,no,0.0,6.0,9.0,2.0,13.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,15.5,2.8,-4.06,Enrolled
333,single,Technological specialization diploma holders,1.0,Veterinary Nursing,daytime,Technological specialization course,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",140.0,yes,no,no,yes,female,no,20.0,no,0.0,6.0,7.0,6.0,13.0,0.0,0.0,6.0,16.0,5.0,13.2,0.0,12.4,0.5,1.79,Graduate
334,single,2nd phase - general contingent,4.0,Journalism and Communication,daytime,Secondary education,126.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",116.0,yes,no,no,yes,female,yes,18.0,no,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,7.0,5.0,13.5,0.0,11.1,0.6,2.02,Graduate
335,single,Over 23 years old,1.0,Informatics Engineering,daytime,Secondary education,110.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,110.0,no,no,no,yes,male,no,43.0,no,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,11.1,0.6,2.02,Dropout
336,single,1st phase - general contingent,1.0,Communication Design,daytime,Secondary education,140.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",139.0,yes,no,no,yes,female,no,20.0,no,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,14.0,0.0,10.8,1.4,1.74,Graduate
337,single,1st phase - general contingent,1.0,Advertising and Marketing Management,daytime,Secondary education,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",115.0,no,no,no,yes,female,no,20.0,no,0.0,5.0,8.0,1.0,13.0,0.0,0.0,5.0,6.0,4.0,11.5,0.0,10.8,1.4,1.74,Graduate
338,single,1st phase - general contingent,1.0,Basic Education,daytime,Secondary education,125.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,125.0,no,no,no,yes,female,no,18.0,no,0.0,7.0,9.0,6.0,11.571428571428571,0.0,0.0,7.0,8.0,7.0,12.142857142857142,0.0,11.1,0.6,2.02,Enrolled
339,married,Over 23 years old,1.0,Management (evening attendance),evening,Secondary education,120.0,Portuguese,Unknown,Unknown,Student,Unskilled Workers,116.0,no,no,no,no,male,no,49.0,no,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
340,single,Over 23 years old,1.0,Management (evening attendance),evening,Other - 11th year of schooling,100.0,Portuguese,Unknown,Unknown,Student,Student,100.0,no,no,no,yes,male,no,39.0,no,0.0,5.0,8.0,5.0,11.6,0.0,0.0,5.0,8.0,5.0,13.5,0.0,7.6,2.6,0.32,Graduate
341,single,1st phase - general contingent,1.0,Animation and Multimedia Design,daytime,Secondary education,137.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",134.0,yes,no,no,yes,female,yes,19.0,no,0.0,0.0,7.349473483714728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Graduate
342,single,Over 23 years old,1.0,Management (evening attendance),evening,Higher education - degree,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Administrative staff,160.0,no,no,no,yes,female,no,26.0,no,0.0,5.0,5.0,5.0,14.6,0.0,0.0,5.0,8.0,5.0,12.0,0.06184842133729971,12.7,3.7,-1.7,Graduate
343,single,Technological specialization diploma holders,1.0,Agronomy,daytime,Technological specialization course,170.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",150.0,yes,no,no,yes,male,no,20.0,no,0.0,6.0,7.0,6.0,15.5,0.0,0.0,6.0,7.0,6.0,15.142857142857142,0.0,12.4,0.5,1.79,Graduate
344,single,1st phase - general contingent,1.0,Journalism and Communication,daytime,Secondary education,148.0,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",131.0,yes,no,no,no,female,no,18.0,yes,0.0,6.0,7.0,6.0,13.666666666666666,0.0,0.0,6.0,7.0,6.0,13.5,0.06184842133729971,8.9,1.4,3.51,Enrolled
345,single,Technological specialization diploma holders,1.0,Equinculture,daytime,Technological specialization course,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,140.0,yes,no,no,yes,female,no,20.0,no,1.0,6.0,6.0,6.0,12.666666666666666,0.0,1.0,6.0,9.0,2.0,12.5,0.0,11.1,0.6,2.02,Graduate
346,single,1st phase - general contingent,3.0,Journalism and Communication,daytime,Secondary education,131.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",130.0,yes,no,no,yes,female,no,18.0,no,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,9.0,6.0,13.0,0.0,12.4,0.5,1.79,Graduate
347,single,2nd phase - general contingent,3.0,Communication Design,daytime,Secondary education,145.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,153.0,yes,no,no,yes,female,no,20.0,no,0.0,6.0,6.0,6.0,12.166666666666666,0.0,0.0,6.0,7.0,5.0,14.0,0.0,12.7,3.7,-1.7,Enrolled
348,single,1st phase - general contingent,1.0,Basic Education,daytime,Secondary education,132.3824218076714,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",121.0,yes,no,no,yes,female,no,18.0,no,0.0,6.0,8.0,5.0,12.4,0.0,0.0,6.0,10.0,5.0,12.666666666666666,0.0,10.8,1.4,1.74,Enrolled
349,married,Over 23 years old,1.0,Management (evening attendance),evening,Secondary education,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,125.0,no,no,no,yes,male,no,40.0,no,0.0,5.0,7.0,4.0,11.0,0.0,0.0,5.0,8.0,4.0,14.5,0.0,10.8,1.2298957284038008,1.74,Dropout
350,single,1st phase - general contingent,1.0,Nursing,daytime,Secondary education,154.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,134.0,no,no,no,yes,female,yes,18.0,no,0.0,7.0,10.0,6.0,13.0,0.0,0.0,8.0,8.0,8.0,12.625,0.0,13.9,-0.3,0.79,Graduate
351,single,2nd phase - general contingent,1.0,Journalism and Communication,daytime,Secondary education,160.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",140.0,yes,no,no,yes,female,yes,18.0,no,0.0,6.0,6.0,6.0,13.666666666666666,0.0,0.0,6.0,9.0,6.0,13.0,0.0,9.4,-0.8,-3.12,Graduate
352,single,Technological specialization diploma holders,1.0,Agronomy,daytime,Technological specialization course,140.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Unskilled Workers,140.0,yes,no,no,yes,male,no,20.0,no,0.0,6.0,16.0,5.0,13.142857142857142,0.0,0.0,6.0,15.0,6.0,12.333333333333334,0.0,16.2,0.3,-0.92,Graduate
353,single,Technological specialization diploma holders,1.0,Social Service,daytime,Technological specialization course,150.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",150.0,no,no,no,yes,female,yes,21.0,no,0.0,6.0,6.0,6.0,13.666666666666666,0.0,0.0,6.0,6.0,6.0,14.166666666666666,0.0,9.4,-0.8,-3.12,Graduate
354,single,Over 23 years old,1.0,Advertising and Marketing Management,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Student,Student,128.0,no,no,no,no,male,no,27.0,no,0.0,6.0,6.0,3.0,12.333333333333334,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
355,single,Over 23 years old,1.0,Management (evening attendance),evening,Secondary education,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,132.0,no,no,no,no,male,no,27.0,no,0.0,5.0,9.0,2.0,11.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
356,single,Over 23 years old,1.0,Social Service (evening attendance),evening,Other - 11th year of schooling,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Other Situation,103.0,no,no,no,no,male,no,50.0,no,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
357,single,1st phase - general contingent,1.6440843447013356,Management,daytime,Secondary education,134.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,129.0,yes,no,no,yes,female,yes,18.0,no,0.0,5.0,5.0,5.0,13.0,0.0,0.0,5.0,5.0,5.0,13.5,0.0,10.8,1.4,1.74,Dropout
358,single,2nd phase - general contingent,1.0,Nursing,daytime,Secondary education,132.0,Portuguese,Higher Education - Bachelor's Degree,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,127.0,no,no,no,yes,male,no,23.0,no,0.0,7.0,7.0,6.0,13.483333333333334,0.0,0.0,7.0,7.0,6.0,13.483333333333334,0.0,7.6,2.6,0.32,Graduate
359,single,1st phase - general contingent,5.0,Nursing,daytime,Secondary education,144.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,132.0,yes,no,no,yes,female,no,18.0,no,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
360,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Unskilled Workers,126.0,no,no,no,yes,female,no,18.0,no,0.0,6.0,6.0,6.0,12.333333333333334,0.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,9.4,1.2298957284038008,-3.12,Graduate
361,single,1st phase - general contingent,3.0,Communication Design,daytime,Secondary education,130.0,Portuguese,Higher Education - Degree,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,121.0,yes,no,no,yes,female,no,18.0,no,0.0,6.0,8.0,5.0,12.0,0.0,0.0,6.0,8.0,5.0,11.8,0.0,13.9,-0.3,0.79,Enrolled
362,single,1st phase - general contingent,5.0,Communication Design,daytime,Secondary education,137.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",122.0,yes,no,no,yes,female,no,20.0,no,0.0,6.0,7.0,6.0,12.5,0.0,0.0,6.0,7.0,6.0,13.142857142857142,0.0,16.2,0.3,-0.92,Graduate
363,single,1st phase - general contingent,1.0,Nursing,daytime,Secondary education,146.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,129.0,no,no,no,yes,female,yes,18.0,no,0.0,8.0,8.0,7.0,14.2,0.0,0.0,8.0,8.0,7.0,14.2,0.0,12.7,3.7,-1.7,Graduate
364,married,Over 23 years old,1.0,Nursing,daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",140.0,no,no,no,yes,male,no,36.0,no,0.0,7.0,11.0,7.0,12.625,0.0,0.0,8.0,13.0,7.0,12.188888888889,0.0,15.5,2.8,-4.06,Graduate
365,single,Technological specialization diploma holders,1.0,Veterinary Nursing,daytime,Technological specialization course,140.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",140.0,yes,no,no,yes,female,no,21.0,no,0.0,6.0,13.0,2.0,11.5,0.05818361408473264,0.0,6.0,12.0,3.0,12.333333333333334,0.0,15.5,2.8,-4.06,Enrolled
366,single,2nd phase - general contingent,1.6440843447013356,Tourism,daytime,Secondary education,138.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,123.0,yes,no,yes,no,female,no,19.0,no,0.0,6.0,7.349473483714728,6.0,11.333333333333334,0.0,0.0,6.0,14.0,3.0,13.333333333333334,0.0,11.51991535071858,1.4,1.74,Dropout
367,single,1st phase - general contingent,1.0,Nursing,daytime,Secondary education,150.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,132.0,yes,no,no,yes,female,no,19.0,no,0.0,8.0,7.349473483714728,7.0,12.764285714285716,0.0,0.0,8.0,8.0,7.0,12.764285714285716,0.0,10.8,1.4,1.74,Graduate
368,single,2nd phase - general contingent,1.0,Nursing,daytime,Secondary education,150.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,137.0,yes,no,no,yes,female,no,18.0,no,0.0,8.0,8.0,7.0,14.7,0.0,0.0,8.0,8.0,7.0,14.7,0.0,10.8,1.4,1.74,Graduate
369,single,1st phase - special contingent (Madeira Island),2.0,Social Service,daytime,Secondary education,138.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,123.0,yes,no,no,yes,female,yes,20.0,no,0.0,6.0,8.0,6.0,12.333333333333334,0.0,0.1369956782004134,6.0,6.0,6.0,12.5,0.0,13.9,-0.3,0.79,Graduate
370,single,1st phase - general contingent,4.0,Social Service,daytime,Secondary education,117.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,112.0,yes,no,no,yes,female,no,19.0,no,0.0,6.0,6.0,6.0,14.0,0.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,8.9,1.4,3.51,Graduate
371,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,116.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,112.0,yes,no,no,yes,female,no,19.0,no,0.0,6.0,7.0,0.0,0.0,0.0,0.0,6.0,7.0,2.0,10.0,0.0,16.2,0.3,-0.92,Dropout
372,single,1st phase - general contingent,3.0,Communication Design,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Student,Student,125.0,yes,no,no,yes,female,no,19.0,no,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
